,Age,Gender,Race,Date,City,State,Zipcode,County,Agency responsible for death,Cause of death,A brief description of the circumstances surrounding the death,Official disposition of death (justified or other),Criminal Charges,Symptoms of mental illness,Unarmed,Alleged weapon,Alleged threat,Fleeing,Body camera,Off-Duty Killing?,Geography,year,month
6196,34,Male,Black,2014-05-10,Columbus,OH,43207.0,Franklin,Columbus Division of Police,Gunshot,"Police say they shot the man “multiple times” after he charged them with a knife following an early-morning rampage through a quiet neighborhood in which the man was “yelling and banging on doors, attempting to enter multiple homes.”",,No known charges,Yes,Allegedly Armed,knife,,,,,Urban,2014,5
6197,50,Male,White,2014-05-10,Hazard,KY,41701.0,Perry,Kentucky State Police Department,Gunshot,"Saylor robbed a dollar store. Police told him to drop his weapon. He allegedly acted aggressive, prompting police to shoot him twice, killing him.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6198,59,Male,Hispanic,2014-05-10,Ontario,CA,91764.0,San Bernardino,Ontario Police Department,Gunshot,"Medical distress call prompted officers to arrive. Herrera appeared to be intoxicated. One officer shot and killed Herrera, it is unknown if there was a threat towards said officer.",Pending investigation,No known charges,Drug or alcohol use,Unclear,unclear,,,,,Suburban,2014,5
6199,36,Male,Unknown race,2014-05-10,Hinton,WV,25951.0,Summers,West Virginia State Police Department,Gunshot,"Gumm broke into his ex-wife's home and stabbed her and her boyfriend. Police arrived on scene and Gumm acted aggressive with his knife, leading police to shoot and kill him.",Unreported,No known charges,No,Allegedly Armed,knife,,,,,Rural,2014,5
6200,26,Male,Hispanic,2014-05-09,Salinas,CA,93905.0,Monterey,Salinas Police Department,Gunshot,"Hernandez drunk when he was chasing people with a knife. The police say as he was being arrested he grabbed for the knife again and that is when he was shot. The family of Hernandez, however, argued he was lying on the ground with no knife when he was shot.",Justified,No known charges,Drug or alcohol use,Allegedly Armed,knife,,,,,Suburban,2014,5
6201,25,Female,White,2014-05-09,Salem,OR,97301.0,Marion,Salem Police Department,Gunshot,"Friday's incident began about 10:07 p.m. when Salem Police Officer Trevor Morrison made a traffic stop at Watson Avenue and Alameda Street NE, one block south of Eastgate Basin Park in northeast Salem. A cover officer was requested, a foot pursuit ensued and shortly thereafter shots were fired and the suspect was wounded, said Lt. Dave Okada, a spokesman for the Salem Police Department. Officers gave first aid to the woman until medics arrived. She was pronounced dead at Salem Hospital. Morrison was with police dog Baco at the time, and neither were injured. As officers gave aid and secured the scene, they found a gun near the suspect, Okada said in a press release.",Justified,No known charges,Unknown,Allegedly Armed,knife,,,,,Urban,2014,5
6202,21,Male,Black,2014-05-09,Birmingham,AL,35206.0,Jefferson,Jefferson County Sheriff's Office,Gunshot,After a drug deal Hinds allegedly tried to run over an officer with his car - he was subsequently shot and killed.,Unreported,No known charges,No,Vehicle,vehicle,,,,,Urban,2014,5
6203,34,Male,Black,2014-05-08,Hallandale Beach,FL,33009.0,Broward,Hallandale Beach Police Department,Gunshot,"A confrontation ensued while police were serving a narcotics search warrant. A police officer became scared and discharged his weapon, hitting Bowe twice. Bowe died eleven days later.",Pending investigation,No known charges,No,Unarmed,unarmed,,,,,Urban,2014,5
6204,41,Male,Hispanic,2014-05-08,Dotsero,CO,81637.0,Eagle,Colorado State Patrol,Gunshot,"Ornelas was a convicted violent felon, out of prison but awaiting trial on charges stemming from a drive-by shooting. He was pulled over on the freeway when the state patrol stopped to offer assistance. As the troopers approached the car on on foot, Ornelas pulled a gun and shot one trooper in the leg. The trooper's partner returned fire, killing Ornelas. The injured trooper survived.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6205,24,Male,Hispanic,2014-05-08,Payette,ID,83661.0,Payette,Payette County Sheriff's Department,Gunshot,"Officer approached because the vehicle appeared similar to one that fired shots near a school. Rodriquez-Moncada opened fire as soon as the officer told him to get out of the car, and the two exchanged more than a dozen shots, police say. The officer was hit and Rodriquez-Moncada was shot and killed.",Unknown,No known charges,No,Allegedly Armed,gun,,,,,Rural,2014,5
6206,31,Male,White,2014-05-08,Orleans,MI,48865.0,Ionia,Ionia County Sheriff's Office,Gunshot,"Following a police chase, an armed Goble allegedly shot at officers, who then returned fire.",,No known charges,Unknown,Allegedly Armed,gun,,,,,Rural,2014,5
6207,48,Male,Hispanic,2014-05-08,Las Vegas,NM,87701.0,San Miguel,New Mexico State Police,Gunshot,Police came to Lujan's home because he was reported suicidal. They spoke to him for a half-hour before he leveled the rifle at them and began advancing.,Justified,No known charges,Yes,Allegedly Armed,gun,,,,,Rural,2014,5
6208,69,Male,White,2014-05-08,Brooksville,FL,34604.0,Hernando,Hernando County Sheriff's Office,Gunshot,Palmer's landlord wanted him to leave. Palmer decided to burn the place down. Deputies responded to the fire. Palmer was aggressive and was ultimately shot and killed.,Unreported,No known charges,No,Unclear,unclear,,,,,Suburban,2014,5
6209,19,Male,Black,2014-05-07,Baltimore,MD,21239.0,Baltimore City,Baltimore Police Department,Taser,"King spent the night in the hospital for a reaction to dental work medication. After an unknown procedure, and possibly taking Keppra the next day, King allegedly became ""agitated and combative"" about not being immediately released. Police were called and told King was ""experiencing an emotional crisis"" and being combative. Two officers arrived and tasered King once while 5-10 hospital workers tried to secure him to a gurney. He resisted, was drive-stunned four times, and was given a sedative. He went into a coma and died 7-8 days later. His mother Georgette's lawyer said that King suffered cardiac arrest. After the event, Baltimore Police Department restricted their responses to hospital emergencies. In May 2014 Georgette King was planning to sue them for excessive force.",Pending Investigation,No known charges,Yes,Unarmed,unarmed,,,,,Urban,2014,5
6210,30,Male,Hispanic,2014-05-07,Lubbock,TX,79412.0,Lubbock,Lubbock Police Department,Gunshot,"Police responded to a domestic violence call and found Ramos barricaded in his home with two knives. Police negotiated for an hour but eventually Ramos advanced toward police with his knives. Police shot Ramos with bean bag rounds which did not stop his advance. Police open fired with lethal rounds, killing Ramos. Ramos had previously threatened to commit suicide.",Unreported,No known charges,Unknown,Allegedly Armed,knives,,,,,Urban,2014,5
6211,23,Male,Black,2014-05-07,Chicago,IL,60614.0,Cook,Chicago Police Department,Taser,"Police pursuing Franklin after the 23-year-old robbed a store tasered him twice, causing him to fall headfirst into a streetlight. After Franklin died several weeks later, his father sued the police.",Pending Investigation,No known charges,No,Unarmed,unarmed,,,,,Urban,2014,5
6212,43,Male,White,2014-05-06,Olivehurst,CA,95961.0,Yuba,Yuba County Sheriff's Department,Gunshot,"A deputy spotted Louk, who was a suspect in several bank robberies, in a parking lot. Three law enforcement vehicles, one possibly Marysville Police Department, chased Louk's SUV at high speeds. Witnesses to the chase claim bullets were being fired and that they heard a crash as Louk's vehicle became stuck in a railroad track. Investigators claim that at that poing Louk refused to surrender, and that gunfire was exchanged. Two Yuba County deputies shot at Louk's truck, killing him. Investigators also claim the fatal injury was ""possibly self-inflicted.""",Pending Investigation,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6213,93,Female,Black,2014-05-06,Hearne,TX,77859.0,Robertson,Hearne Police Department,Gunshot,"A local officer responding to a 911 call found the 93-year-old Golden holding a handgun. Golden fired twice into the ground; the officer commanded her three times to drop the weapon, which she did not do. He shot three times and Golden was struck twice, fatally.",Unreported,No known charges,Yes,Allegedly Armed,gun,,,,,Rural,2014,5
6214,28,Male,White,2014-05-06,South Daytona,FL,32119.0,Volusia,"Daytona Beach Police Department, South Daytona Police Department",Gunshot,"Pinkney allegedly robbed a tanning salon with an Airsoft pistol and raped an employee. It is unclear how the alarm was set off. When Pinkney spotted officers at the front door, he ran out of the back door into a parking lot and, as seen on raw footage, turned when he apparently heard South Daytona police Officer Michael Charla and Daytona Beach Police officer Tara Cantrell behind him at the door shout something. ""Several shots were fired."" He died shortly afterward at Halifax Hospital.",Justified,No known charges,No,Unarmed,toy,,,,,Suburban,2014,5
6215,Unknown,Male,Black,2014-05-05,Houston,TX,77087.0,Harris,Houston Police Department,Gunshot,"The male victim was shot after attempting to flee from police by jumping over a wooden fence, and then turning and pointing a gun at the officer. The man's name was not released.",Unreported,No known charges,No,Allegedly Armed,gun,,,,,Urban,2014,5
6216,25,Male,Black,2014-05-05,Jackson,MS,39211.0,Hinds,Hinds County Sheriff's Department,Beaten,"Griffin, a basketball coach, allegedly argued with game referee and off-duty Hinds County deputy Joshua Adams. Griffin fought with Adams and a second unnamed off-duty uniformed deputy, who was working security, outside the facility. Parking lot surveillance footage shows blows exchanged and Adams hitting Griffin on the chin. Griffin died the next day. Adams was indicted on manslaughter 07/14.","Charged, Convicted of felony murder, Sentenced to life in prison","Charged, Convicted, Sentenced to life in prison",No,Unarmed,unarmed,,,,Off-Duty,Suburban,2014,5
6217,38,Male,Black,2014-05-04,Center,TX,75935.0,Shelby,"Texas Department of Public Safety, Center Police Department",Gunshot,"DPS and police put spike strips on the highway to stop Swindle, who was driving an allegedly stolen truck. Swindle swerved to avoid the strips and hit Trooper Zach Mills, breaking his leg. Witness Kateria Clifton states that she then heard the truck head straight into a pasture, then ""chaos as all the law enforcement behind him followed"". A reporter also states that a ""Center police officer wrecked his car in the confusion"". Trooper Dustin Ramos and Officer Dwayne Gordon fired 19-21 shots into the truck. Swindle, who the police claim was naked, was struck five times.",Justified,No known charges,No,Vehicle,vehicle ,,,,,Rural,2014,5
6218,18,Male,Hispanic,2014-05-04,Dublin,CA,94568.0,Alameda,Dublin Police Department,Gunshot,"Police responded to a call that Herrera was having a mental breakdown and may have assaulted his mother. He opened the door holding a metal baseball bat. An officer pulled his gun and Herrera allegedly hit his hand. He then allegedly raised the bat over his head and the officer fired four times at him, killing him. Upstairs witness Shari Vernor says she heard a woman shout ""Don't shoot him!"" and then gunfire. In a similar incident in nearby Livermore the previous day, Herrera was tasered and arrested by officers after fighting with a friend and threatening officers with his bat.",Unreported,No known charges,Yes,Allegedly Armed,baseball bat,,,,,Suburban,2014,5
6219,31,Male,White,2014-05-04,Orleans,MI,48846.0,Ionia,"Ionia County, Michigan State Police",Gunshot,"Led police on a high-speed chase after assaulting his wife. He called his employer and told them he was going to commit suicide by cop. He stopped his car at which officers gave him verbal commands that Mr. Goble ignored as he walked toward the police yelling ""Shoot Me"" while holding a shotgun. Goble fired a shot at police and they returned fire. Even though Goble was shot he continued hold the shotgun and pointed at officers, who at that point shot and killed Goble.",Justified,No known charges,Unknown,Allegedly Armed,gun,,,,,Rural,2014,5
6220,50,Male,Black,2014-05-03,Albuquerque,NM,87114.0,Bernalillo,Albuquerque Police Department,Gunshot,"SWAT team officer Daniel Hughes shot and killed 50-year-old Armand Martin after police said Martin threatened his wife and children with a gun. Police said Martin fired into the neighborhood from his home, and came out of the house ‘actively shooting with two handguns' before he was fatally shot",Unknown,No known charges,No,Allegedly Armed,gun,,,,,Suburban,2014,5
6221,33,Male,Black,2014-05-02,Madison,WI,53703.0,Dane,Madison Police Department,Gunshot,"Johnson threatened and then killed his neighbor, her daughter, and wounded her son. He was armed with the knife when police arrived, after the son left the apartment and called for help.",Justified,No known charges,Yes,Allegedly Armed,knife,,,,,Urban,2014,5
6222,29,Male,White,2014-05-02,Jacksonville,FL,32219.0,Duval,Jacksonville Sheriff's Office,Gunshot,"Peters was shot by deputies after he lunged and severely stabbed a deputy in the arm. Deputies fired rounds from a handgun and rifle, and Peters was taken to a nearby hospital where he later died.",Unreported,No known charges,No,Allegedly Armed,knife,,,,,Suburban,2014,5
